<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2023.02.06	1.34079	1.34753	1.33961	1.34454	76667	0	0
2023.02.07	1.34452	1.34687	1.33794	1.33976	102316	0	0
2023.02.08	1.33976	1.34502	1.33598	1.34459	76070	0	0
2023.02.09	1.34374	1.34630	1.33722	1.34489	67715	0	0
2023.02.10	1.34486	1.34719	1.33373	1.33433	88658	0	0
2023.02.13	1.33436	1.33794	1.33244	1.33322	61977	0	2
2023.02.14	1.33316	1.33902	1.32733	1.33361	95872	0	2
2023.02.15	1.33361	1.34396	1.33315	1.33932	80443	0	2
2023.02.16	1.33843	1.34787	1.33569	1.34561	78291	0	2
2023.02.17	1.34472	1.35369	1.34435	1.34736	66593	0	2
2023.02.20	1.34796	1.34941	1.34408	1.34520	34955	0	2
2023.02.21	1.34482	1.35487	1.34407	1.35363	80031	0	2
2023.02.22	1.35347	1.35678	1.35139	1.35509	69261	0	2
2023.02.23	1.35412	1.35807	1.35158	1.35481	63639	0	2
2023.02.24	1.35404	1.36647	1.35269	1.36062	77912	0	2
2023.02.27	1.36096	1.36239	1.35333	1.35746	61541	0	2
2023.02.28	1.35748	1.36477	1.35603	1.36458	65035	0	2
2023.03.01	1.36385	1.36587	1.35838	1.35908	78515	0	2
2023.03.02	1.35909	1.36407	1.35820	1.35961	77052	0	2
2023.03.03	1.35959	1.36440	1.35546	1.35950	69984	0	2
2023.03.06	1.35996	1.36283	1.35818	1.36115	60647	0	2
2023.03.07	1.36122	1.37606	1.35993	1.37531	76624	0	2
2023.03.08	1.37507	1.38144	1.37435	1.38037	71918	0	2
2023.03.09	1.38037	1.38368	1.37522	1.38270	70292	0	2
2023.03.10	1.38240	1.38615	1.37608	1.38263	129104	0	2
2023.03.13	1.38047	1.38143	1.36766	1.37299	181465	0	2
2023.03.14	1.37235	1.37497	1.36512	1.36838	124786	0	2
2023.03.15	1.36834	1.38139	1.36596	1.37667	137010	0	2
2023.03.16	1.37523	1.37873	1.37131	1.37207	128805	0	2
2023.03.17	1.37216	1.37728	1.36771	1.37344	84561	0	2
2023.03.20	1.37173	1.37466	1.36512	1.36638	91459	0	2
2023.03.21	1.36632	1.37371	1.36437	1.37117	61955	0	2
2023.03.22	1.37112	1.37438	1.36563	1.37313	73256	0	2
2023.03.23	1.37313	1.37337	1.36303	1.37144	77126	0	2
2023.03.24	1.37150	1.38041	1.37052	1.37401	82637	0	2
2023.03.27	1.37292	1.37449	1.36493	1.36601	59682	0	2
2023.03.28	1.36590	1.36948	1.35915	1.35975	54257	0	2
2023.03.29	1.35973	1.36163	1.35561	1.35584	48452	0	2
2023.03.30	1.35578	1.35808	1.35155	1.35222	46823	0	2
2023.03.31	1.35215	1.35639	1.35071	1.35139	49836	0	2
2023.04.03	1.34906	1.35362	1.34110	1.34355	58807	0	2
2023.04.04	1.34212	1.34671	1.34054	1.34440	61945	0	2
2023.04.05	1.34350	1.34828	1.34253	1.34565	58505	0	2
2023.04.06	1.34569	1.35053	1.34463	1.34908	52930	0	2
2023.04.07	1.34781	1.35301	1.34675	1.35124	30759	0	2
2023.04.10	1.35128	1.35532	1.34844	1.35082	41115	0	2
2023.04.11	1.35091	1.35157	1.34616	1.34636	47974	0	2
2023.04.12	1.34634	1.34888	1.34275	1.34411	64239	0	2
2023.04.13	1.34401	1.34477	1.33329	1.33352	51917	0	2
2023.04.14	1.33350	1.33953	1.33003	1.33574	65589	0	2
2023.04.17	1.33606	1.34196	1.33422	1.33923	52950	0	2
2023.04.18	1.33923	1.33990	1.33593	1.33891	48666	0	2
2023.04.19	1.33869	1.34666	1.33691	1.34589	55988	0	2
2023.04.20	1.34588	1.34889	1.34482	1.34762	53963	0	2
2023.04.21	1.34700	1.35630	1.34700	1.35397	58476	0	2
2023.04.24	1.35235	1.35669	1.35221	1.35398	46995	0	2
2023.04.25	1.35374	1.36474	1.35241	1.36266	57043	0	2
2023.04.26	1.36261	1.36506	1.35989	1.36354	69796	0	2
2023.04.27	1.36358	1.36452	1.35886	1.35910	63164	0	2
2023.04.28	1.35902	1.36675	1.35357	1.35430	68664	0	2
2023.05.01	1.35305	1.35825	1.35293	1.35428	62503	0	2
2023.05.02	1.35340	1.36373	1.35278	1.36250	72499	0	2
2023.05.03	1.36229	1.36389	1.35811	1.36138	83144	0	2
2023.05.04	1.36136	1.36321	1.35187	1.35385	91993	0	2
2023.05.05	1.35369	1.35395	1.33708	1.33750	74567	0	2
2023.05.08	1.33753	1.33872	1.33143	1.33722	49053	0	2
2023.05.09	1.33628	1.34060	1.33621	1.33836	54700	0	2
2023.05.10	1.33838	1.34143	1.33346	1.33713	66716	0	2
2023.05.11	1.33670	1.34953	1.33627	1.34898	74930	0	2
2023.05.12	1.34916	1.35650	1.34793	1.35555	60951	0	2
2023.05.15	1.35353	1.35672	1.34588	1.34658	54528	0	2
2023.05.16	1.34625	1.34933	1.34037	1.34780	59543	0	2
2023.05.17	1.34686	1.35353	1.34366	1.34540	65484	0	2
2023.05.18	1.34422	1.35242	1.34422	1.35015	60794	0	2
2023.05.19	1.35007	1.35231	1.34683	1.34976	71870	0	2
2023.05.22	1.34945	1.35187	1.34846	1.35044	57556	0	2
2023.05.23	1.35042	1.35482	1.34840	1.35027	63200	0	2
2023.05.24	1.35038	1.36055	1.34946	1.35939	69752	0	2
2023.05.25	1.35928	1.36444	1.35860	1.36396	61947	0	2
2023.05.26	1.36371	1.36543	1.36003	1.36154	53805	0	2
2023.05.29	1.36040	1.36154	1.35826	1.35906	34065	0	2
2023.05.30	1.35827	1.36131	1.35666	1.36017	70610	0	2
2023.05.31	1.35988	1.36510	1.35689	1.35723	70836	0	2
2023.06.01	1.35691	1.35848	1.34361	1.34491	77028	0	2
2023.06.02	1.34471	1.34506	1.34063	1.34289	70089	0	2
2023.06.05	1.34154	1.34612	1.34126	1.34444	53653	0	2
2023.06.06	1.34448	1.34518	1.33895	1.34032	58608	0	2
2023.06.07	1.34010	1.34264	1.33200	1.33684	59698	0	2
2023.06.08	1.33700	1.33880	1.33336	1.33564	66386	0	2
2023.06.09	1.33456	1.33707	1.33128	1.33391	60877	0	2
2023.06.12	1.33300	1.33832	1.33146	1.33672	50340	0	2
2023.06.13	1.33645	1.33780	1.32855	1.33176	75157	0	2
2023.06.14	1.33129	1.33528	1.32716	1.33235	65526	0	2
2023.06.15	1.33212	1.33542	1.32095	1.32226	55277	0	2
2023.06.16	1.32137	1.32391	1.31772	1.31959	62788	0	2
2023.06.19	1.31863	1.32284	1.31786	1.32083	35426	0	2
2023.06.20	1.32087	1.32693	1.32051	1.32337	65423	0	2
2023.06.21	1.32332	1.32454	1.31566	1.31634	65548	0	2
2023.06.22	1.31604	1.31791	1.31386	1.31510	65749	0	2
2023.06.23	1.31513	1.32254	1.31426	1.31805	66290	0	2
2023.06.26	1.31773	1.31804	1.31354	1.31531	53419	0	2
2023.06.27	1.31458	1.31918	1.31163	1.31916	63823	0	2
2023.06.28	1.31920	1.32760	1.31888	1.32566	64634	0	2
2023.06.29	1.32562	1.32850	1.32386	1.32511	63081	0	2
2023.06.30	1.32400	1.32837	1.32064	1.32472	62011	0	2
2023.07.03	1.32343	1.32730	1.32299	1.32465	43348	0	2
2023.07.04	1.32465	1.32564	1.32024	1.32228	33917	0	2
2023.07.05	1.32225	1.32924	1.32174	1.32800	53278	0	2
2023.07.06	1.32798	1.33718	1.32744	1.33665	70554	0	2
2023.07.07	1.33649	1.33865	1.32655	1.32762	62640	0	2
2023.07.10	1.32652	1.33038	1.32649	1.32798	55309	0	2
2023.07.11	1.32776	1.32891	1.32294	1.32294	52295	0	2
2023.07.12	1.32295	1.32335	1.31431	1.31869	65886	0	2
2023.07.13	1.31784	1.31943	1.31033	1.31087	62895	0	2
2023.07.14	1.31077	1.32263	1.30925	1.32182	57557	0	2
2023.07.17	1.32061	1.32318	1.31604	1.31986	49487	0	2
2023.07.18	1.31927	1.32431	1.31669	1.31681	61538	0	2
2023.07.19	1.31679	1.31928	1.31552	1.31631	56427	0	2
2023.07.20	1.31552	1.31943	1.31189	1.31710	63097	0	2
2023.07.21	1.31710	1.32260	1.31525	1.32230	52214	0	2
2023.07.24	1.32122	1.32284	1.31499	1.31666	58262	0	2
2023.07.25	1.31631	1.32089	1.31465	1.31715	50513	0	2
2023.07.26	1.31654	1.32373	1.31654	1.32070	69956	0	2
2023.07.27	1.32068	1.32427	1.31576	1.32231	76043	0	2
2023.07.28	1.32209	1.32492	1.31997	1.32457	71046	0	2
2023.07.31	1.32286	1.32610	1.31506	1.31891	48969	0	2
2023.08.01	1.31854	1.32995	1.31757	1.32808	55822	0	2
2023.08.02	1.32771	1.33530	1.32627	1.33497	64467	0	2
2023.08.03	1.33337	1.33777	1.33285	1.33523	68379	0	2
2023.08.04	1.33524	1.33938	1.33188	1.33816	73938	0	2
2023.08.07	1.33568	1.33989	1.33554	1.33690	53492	0	2
2023.08.08	1.33680	1.35016	1.33583	1.34182	69163	0	2
2023.08.09	1.34165	1.34536	1.34036	1.34163	61191	0	2
2023.08.10	1.34165	1.34495	1.33714	1.34482	74185	0	2
2023.08.11	1.34394	1.34657	1.34121	1.34449	65322	0	2
2023.08.14	1.34286	1.34795	1.34286	1.34601	64906	0	2
2023.08.15	1.34576	1.35012	1.34388	1.34971	78788	0	2
2023.08.16	1.34968	1.35446	1.34748	1.35317	72503	0	2
2023.08.17	1.35319	1.35520	1.34958	1.35447	73889	0	2
2023.08.18	1.35307	1.35743	1.35239	1.35484	75666	0	2
2023.08.21	1.35413	1.35723	1.34956	1.35440	64744	0	2
2023.08.22	1.35440	1.35647	1.35126	1.35496	67064	0	2
2023.08.23	1.35419	1.36034	1.35199	1.35245	64731	0	2
2023.08.24	1.35238	1.35887	1.35093	1.35816	75539	0	2
2023.08.25	1.35740	1.36398	1.35687	1.36035	79341	0	2
2023.08.28	1.35812	1.36114	1.35696	1.35992	55277	0	2
2023.08.29	1.35908	1.36370	1.35494	1.35518	63875	0	2
2023.08.30	1.35521	1.35765	1.35128	1.35314	72630	0	2
2023.08.31	1.35271	1.35577	1.35037	1.35076	66927	0	2
2023.09.01	1.35073	1.36124	1.34889	1.35918	62555	0	2
2023.09.04	1.35831	1.36043	1.35751	1.35898	29299	0	2
2023.09.05	1.35895	1.36693	1.35876	1.36407	71897	0	2
2023.09.06	1.36413	1.36757	1.36198	1.36344	64443	0	2
2023.09.07	1.36323	1.36943	1.36318	1.36837	65282	0	2
2023.09.08	1.36808	1.36894	1.36077	1.36402	61930	0	2
2023.09.11	1.36282	1.36366	1.35606	1.35722	67241	0	2
2023.09.12	1.35685	1.35928	1.35432	1.35522	54164	0	2
2023.09.13	1.35490	1.35851	1.35207	1.35483	84748	0	2
2023.09.14	1.35484	1.35539	1.34930	1.35077	76710	0	2
2023.09.15	1.35037	1.35495	1.34939	1.35247	87098	0	2
2023.09.18	1.35132	1.35279	1.34714	1.34854	55846	0	2
2023.09.19	1.34767	1.34888	1.33789	1.34470	72270	0	2
2023.09.20	1.34470	1.34771	1.33954	1.34613	75505	0	2
2023.09.21	1.34608	1.35233	1.34438	1.34829	76657	0	2
2023.09.22	1.34692	1.34913	1.34234	1.34818	65265	0	2
2023.09.25	1.34626	1.34916	1.34527	1.34534	55047	0	2
2023.09.26	1.34536	1.35278	1.34486	1.35163	78620	0	2
2023.09.27	1.35129	1.35428	1.34937	1.34974	76172	0	2
2023.09.28	1.34969	1.35160	1.34699	1.34863	88252	0	2
2023.09.29	1.34861	1.35845	1.34165	1.35683	92586	0	2
2023.10.02	1.35683	1.36796	1.35553	1.36749	100076	0	2
2023.10.03	1.36542	1.37360	1.36462	1.37066	113795	0	2
2023.10.04	1.37012	1.37794	1.36903	1.37445	122965	0	2
2023.10.05	1.37400	1.37852	1.37032	1.37041	114821	0	2
2023.10.06	1.37040	1.37451	1.36435	1.36612	132756	0	2
2023.10.09	1.36675	1.36783	1.35808	1.35887	94959	0	2
2023.10.10	1.35862	1.36168	1.35690	1.35828	110685	0	2
2023.10.11	1.35828	1.36235	1.35711	1.35921	93170	0	2
2023.10.12	1.35908	1.37003	1.35781	1.36897	90922	0	2
2023.10.13	1.36844	1.36932	1.36362	1.36593	97961	0	2
2023.10.16	1.36415	1.36575	1.36062	1.36104	82774	0	2
2023.10.17	1.36093	1.37026	1.36051	1.36473	98242	0	2
2023.10.18	1.36349	1.37161	1.36167	1.37148	90488	0	2
2023.10.19	1.37116	1.37405	1.36789	1.37183	112615	0	2
2023.10.20	1.37145	1.37339	1.36694	1.37096	85941	0	2
2023.10.23	1.37006	1.37361	1.36672	1.36908	90639	0	2
2023.10.24	1.36766	1.37544	1.36608	1.37399	86627	0	2
2023.10.25	1.37305	1.38097	1.37302	1.37958	96543	0	2
2023.10.26	1.37925	1.38439	1.37885	1.38302	98537	0	2
2023.10.27	1.38208	1.38804	1.37960	1.38744	81982	0	2
2023.10.30	1.38528	1.38728	1.38136	1.38258	73049	0	2
2023.10.31	1.38230	1.38920	1.38135	1.38740	79342	0	2
2023.11.01	1.38613	1.38986	1.38409	1.38554	91389	0	2
2023.11.02	1.38529	1.38593	1.37354	1.37374	74862	0	0
2023.11.03	1.37369	1.37602	1.36541	1.36641	85620	0	0
2023.11.06	1.36542	1.37026	1.36290	1.36994	71546	0	0
2023.11.07	1.36994	1.37824	1.36741	1.37662	82051	0	0
2023.11.08	1.37664	1.38145	1.37547	1.37920	83291	0	0
2023.11.09	1.37920	1.38158	1.37463	1.38070	88916	0	0
2023.11.10	1.38071	1.38546	1.37911	1.37996	75921	0	0
2023.11.13	1.37936	1.38316	1.37769	1.37964	63100	0	0
2023.11.14	1.37964	1.38433	1.36843	1.36922	89045	0	0
2023.11.15	1.36911	1.37097	1.36544	1.36817	73347	0	0
2023.11.16	1.36815	1.37766	1.36775	1.37542	92383	0	0
2023.11.17	1.37541	1.37708	1.37079	1.37158	76326	0	0
2023.11.20	1.37066	1.37491	1.36896	1.37239	75084	0	0
2023.11.21	1.37239	1.37313	1.36808	1.37007	100265	0	0
2023.11.22	1.37006	1.37653	1.36856	1.36867	96816	0	0
2023.11.23	1.36865	1.37109	1.36505	1.36959	48659	0	0
2023.11.24	1.36959	1.37113	1.35934	1.36345	79074	0	0
2023.11.27	1.36295	1.36609	1.36132	1.36155	69415	0	0
2023.11.28	1.36155	1.36205	1.35598	1.35741	98506	0	0
2023.11.29	1.35739	1.36148	1.35410	1.35884	92883	0	0
2023.11.30	1.35879	1.36265	1.35519	1.35609	103663	0	0
2023.12.01	1.35609	1.35642	1.34869	1.34949	100747	0	0
2023.12.04	1.34996	1.35619	1.34798	1.35361	102707	0	0
2023.12.05	1.35361	1.35940	1.35306	1.35915	100425	0	0
2023.12.06	1.35916	1.35963	1.35485	1.35926	83263	0	0
2023.12.07	1.35921	1.36193	1.35835	1.35975	89701	0	0
2023.12.08	1.35963	1.36092	1.35503	1.35888	91392	0	0
2023.12.11	1.35782	1.36041	1.35499	1.35734	75850	0	0
2023.12.12	1.35734	1.36181	1.35450	1.35889	69071	0	0
2023.12.13	1.35885	1.36080	1.34946	1.35177	74918	0	0
2023.12.14	1.35177	1.35177	1.33938	1.34050	95165	0	0
2023.12.15	1.34060	1.34147	1.33500	1.33750	91653	0	0
2023.12.18	1.33661	1.34090	1.33494	1.33984	66885	0	0
2023.12.19	1.33983	1.34001	1.33316	1.33318	65368	0	0
2023.12.20	1.33320	1.33702	1.33114	1.33690	74870	0	0
2023.12.21	1.33691	1.33699	1.32758	1.32812	82838	0	0
2023.12.22	1.32805	1.32926	1.32190	1.32668	80009	0	0
2023.12.25	1.32521	1.32907	1.32227	1.32501	13208	0	2
2023.12.26	1.32155	1.32617	1.31944	1.31955	38926	0	0
2023.12.27	1.31955	1.32190	1.31776	1.32076	33274	0	0
2023.12.28	1.32076	1.32351	1.31820	1.32284	68632	0	0
2023.12.29	1.32285	1.32650	1.31777	1.32524	66389	0	0
2024.01.01	1.32187	1.32487	1.32184	1.32238	875	0	16
2024.01.02	1.32238	1.33338	1.32232	1.33206	81247	0	0
2024.01.03	1.33206	1.33718	1.33155	1.33517	82080	0	0
2024.01.04	1.33520	1.33657	1.33169	1.33493	70309	0	0
2024.01.05	1.33493	1.33985	1.32871	1.33620	83870	0	0
2024.01.08	1.33442	1.34049	1.33276	1.33470	71274	0	0
2024.01.09	1.33467	1.34146	1.33405	1.33897	63444	0	0
2024.01.10	1.33897	1.33945	1.33651	1.33801	59106	0	0
2024.01.11	1.33802	1.34428	1.33483	1.33942	82021	0	0
2024.01.12	1.33938	1.34116	1.33429	1.34050	76060	0	0
2024.01.15	1.33997	1.34480	1.33818	1.34269	47990	0	0
2024.01.16	1.34270	1.35016	1.34226	1.34943	83785	0	0
2024.01.17	1.34940	1.35415	1.34800	1.35041	82483	0	0
2024.01.18	1.35045	1.35285	1.34805	1.34862	71557	0	0
2024.01.19	1.34861	1.35019	1.34269	1.34297	67451	0	0
2024.01.22	1.34306	1.34822	1.34145	1.34779	61326	0	0
2024.01.23	1.34724	1.34918	1.34530	1.34597	60498	0	0
2024.01.24	1.34551	1.35281	1.34295	1.35230	71664	0	0
2024.01.25	1.35028	1.35341	1.34680	1.34743	74792	0	0
2024.01.26	1.34712	1.34827	1.34139	1.34512	68906	0	2
2024.01.29	1.34439	1.34651	1.34095	1.34136	60773	0	0
2024.01.30	1.34132	1.34462	1.33955	1.33975	62687	0	0
2024.01.31	1.33976	1.34461	1.33583	1.34333	93666	0	0
2024.02.01	1.34335	1.34640	1.33675	1.33853	104341	0	0
2024.02.02	1.33847	1.34752	1.33656	1.34628	79516	0	0
2024.02.05	1.34587	1.35436	1.34586	1.35389	72698	0	0
2024.02.06	1.35385	1.35439	1.34762	1.34910	76859	0	0
2024.02.07	1.34911	1.34924	1.34547	1.34625	75234	0	0
2024.02.08	1.34622	1.34926	1.34476	1.34569	69529	0	0
2024.02.09	1.34570	1.34815	1.34134	1.34590	58521	0	0
2024.02.12	1.34564	1.34749	1.34300	1.34498	51253	0	0
2024.02.13	1.34494	1.35858	1.34279	1.35635	65700	0	0
2024.02.14	1.35636	1.35723	1.35308	1.35364	64767	0	0
2024.02.15	1.35364	1.35515	1.34631	1.34639	69229	0	0
2024.02.16	1.34642	1.35076	1.34607	1.34853	63607	0	0
2024.02.19	1.34705	1.34963	1.34678	1.34885	30141	0	0
2024.02.20	1.34850	1.35298	1.34722	1.35225	65189	0	0
2024.02.21	1.35227	1.35361	1.34940	1.35051	70207	0	0
2024.02.22	1.35048	1.35076	1.34407	1.34809	68720	0	0
2024.02.23	1.34811	1.35175	1.34614	1.35057	91288	0	0
2024.02.26	1.34901	1.35286	1.34805	1.35048	69478	0	0
2024.02.27	1.35045	1.35391	1.34842	1.35272	73753	0	0
2024.02.28	1.35272	1.36062	1.35204	1.35767	71244	0	0
2024.02.29	1.35765	1.35973	1.35408	1.35783	87913	0	0
2024.03.01	1.35782	1.36014	1.35449	1.35582	74323	0	0
2024.03.04	1.35465	1.35838	1.35454	1.35732	65331	0	0
2024.03.05	1.35732	1.36049	1.35551	1.35916	70111	0	0
2024.03.06	1.35915	1.36002	1.34987	1.35133	79408	0	0
2024.03.07	1.35130	1.35253	1.34541	1.34574	73603	0	0
2024.03.08	1.34576	1.34979	1.34199	1.34842	96292	0	0
2024.03.11	1.34767	1.35096	1.34694	1.34819	65135	0	0
2024.03.12	1.34822	1.35254	1.34666	1.34909	84650	0	0
2024.03.13	1.34903	1.34985	1.34589	1.34704	58555	0	0
2024.03.14	1.34701	1.35410	1.34593	1.35317	71606	0	0
2024.03.15	1.35319	1.35515	1.35098	1.35400	65902	0	0
2024.03.18	1.35254	1.35515	1.35207	1.35337	51414	0	0
2024.03.19	1.35338	1.36133	1.35284	1.35664	62666	0	0
2024.03.20	1.35664	1.36047	1.34820	1.34919	89176	0	0
2024.03.21	1.34919	1.35416	1.34558	1.35285	70546	0	0
2024.03.22	1.35280	1.36139	1.35194	1.36064	61111	0	0
2024.03.25	1.35947	1.36140	1.35703	1.35857	48501	0	0
2024.03.26	1.35859	1.35905	1.35525	1.35837	50738	0	0
2024.03.27	1.35838	1.36080	1.35651	1.35669	49959	0	0
2024.03.28	1.35669	1.36135	1.35248	1.35388	66060	0	0
2024.03.29	1.35390	1.35610	1.35277	1.35378	69436	0	0
2024.04.01	1.35262	1.35863	1.35108	1.35695	57552	0	0
2024.04.02	1.35697	1.35842	1.35563	1.35661	60649	0	0
2024.04.03	1.35659	1.35887	1.35115	1.35266	74904	0	0
2024.04.04	1.35266	1.35589	1.34777	1.35420	54200	0	0
2024.04.05	1.35420	1.36473	1.35352	1.35891	90931	0	0
2024.04.08	1.35838	1.36167	1.35693	1.35717	71046	0	0
2024.04.09	1.35715	1.35985	1.35469	1.35701	71842	0	0
2024.04.10	1.35699	1.37026	1.35559	1.36812	129726	0	0
2024.04.11	1.36807	1.37255	1.36607	1.36886	96571	0	0
2024.04.12	1.36883	1.37870	1.36818	1.37706	95312	0	0
2024.04.15	1.37692	1.37932	1.37250	1.37877	105013	0	0
2024.04.16	1.37875	1.38460	1.37739	1.38276	129574	0	0
2024.04.17	1.38276	1.38375	1.37594	1.37719	104760	0	0
2024.04.18	1.37719	1.37815	1.37417	1.37663	96843	0	0
2024.04.19	1.37663	1.38042	1.37231	1.37487	140684	0	0
2024.04.22	1.37388	1.37530	1.36867	1.36996	76583	0	0
2024.04.23	1.36996	1.37142	1.36558	1.36629	84962	0	0
2024.04.24	1.36629	1.37287	1.36545	1.37025	74120	0	0
2024.04.25	1.37027	1.37310	1.36500	1.36564	91733	0	0
2024.04.26	1.36563	1.36955	1.36335	1.36680	77317	0	0
2024.04.29	1.36678	1.36767	1.36317	1.36596	61232	0	0
2024.04.30	1.36596	1.37843	1.36459	1.37770	114298	0	0
2024.05.01	1.37770	1.37829	1.37033	1.37387	144658	0	0
2024.05.02	1.37387	1.37387	1.36693	1.36731	122055	0	0
2024.05.03	1.36734	1.36916	1.36092	1.36853	144672	0	0
2024.05.06	1.36693	1.36970	1.36478	1.36652	56668	0	0
2024.05.07	1.36652	1.37412	1.36530	1.37258	69216	0	0
2024.05.08	1.37258	1.37624	1.37122	1.37205	58893	0	0
2024.05.09	1.37205	1.37378	1.36743	1.36765	64689	0	0
2024.05.10	1.36763	1.36903	1.36035	1.36711	64031	0	0
2024.05.13	1.36591	1.36895	1.36572	1.36655	52006	0	0
2024.05.14	1.36659	1.36907	1.36325	1.36501	72142	0	0
2024.05.15	1.36501	1.36608	1.35885	1.36017	83952	0	0
2024.05.16	1.36017	1.36409	1.35897	1.36171	63327	0	0
2024.05.17	1.36171	1.36437	1.36010	1.36104	54729	0	0
2024.05.20	1.36132	1.36352	1.35957	1.36244	54833	0	0
2024.05.21	1.36237	1.36754	1.36146	1.36539	75583	0	0
2024.05.22	1.36540	1.36983	1.36235	1.36945	80137	0	0
2024.05.23	1.36943	1.37432	1.36565	1.37289	102126	0	0
2024.05.24	1.37288	1.37387	1.36477	1.36659	75831	0	0
2024.05.27	1.36630	1.36709	1.36294	1.36314	32102	0	0
2024.05.28	1.36314	1.36536	1.36146	1.36454	74497	0	0
2024.05.29	1.36453	1.37191	1.36381	1.37167	85741	0	0
2024.05.30	1.37170	1.37347	1.36599	1.36797	86250	0	0
2024.05.31	1.36797	1.36897	1.36190	1.36256	107882	0	0
2024.06.03	1.36214	1.36685	1.36025	1.36268	72445	0	0
2024.06.04	1.36268	1.36989	1.36205	1.36748	115765	0	0
2024.06.05	1.36748	1.37415	1.36652	1.36940	96612	0	0
2024.06.06	1.36940	1.37099	1.36642	1.36695	77653	0	0
2024.06.07	1.36695	1.37674	1.36622	1.37646	102549	0	0
2024.06.10	1.37600	1.37817	1.37510	1.37584	69080	0	0
2024.06.11	1.37583	1.37915	1.37478	1.37577	77231	0	0
2024.06.12	1.37577	1.37605	1.36798	1.37227	132084	0	0
2024.06.13	1.37227	1.37634	1.37089	1.37448	82212	0	0
2024.06.14	1.37453	1.37794	1.37274	1.37339	90475	0	0
2024.06.17	1.37275	1.37644	1.37204	1.37232	72833	0	0
2024.06.18	1.37229	1.37566	1.37090	1.37174	82050	0	0
2024.06.19	1.37174	1.37257	1.36979	1.36981	33823	0	0
2024.06.20	1.36993	1.37207	1.36821	1.36885	71936	0	0
2024.06.21	1.36880	1.37182	1.36744	1.36926	78681	0	0
2024.06.24	1.36847	1.37080	1.36498	1.36500	69898	0	0
2024.06.25	1.36514	1.36805	1.36044	1.36574	76014	0	0
2024.06.26	1.36574	1.37075	1.36501	1.37012	80701	0	0
2024.06.27	1.37012	1.37123	1.36756	1.37003	74227	0	0
2024.06.28	1.37003	1.37342	1.36552	1.36766	102708	0	0
2024.07.01	1.36633	1.37487	1.36568	1.37350	77127	0	0
2024.07.02	1.37350	1.37552	1.36674	1.36773	83544	0	0
2024.07.03	1.36772	1.36865	1.36171	1.36367	75011	0	0
2024.07.04	1.36367	1.36398	1.36080	1.36096	30840	0	0
2024.07.05	1.36096	1.36532	1.36023	1.36411	81034	0	0
2024.07.08	1.36406	1.36474	1.36241	1.36340	66050	0	0
2024.07.09	1.36340	1.36482	1.36281	1.36356	63046	0	0
2024.07.10	1.36353	1.36429	1.36078	1.36193	56899	0	0
2024.07.11	1.36190	1.36485	1.35833	1.36317	110484	0	0
2024.07.12	1.36317	1.36392	1.36108	1.36341	87358	0	0
2024.07.15	1.36432	1.36890	1.36195	1.36824	83724	0	0
2024.07.16	1.36824	1.37078	1.36625	1.36730	81605	0	0
2024.07.17	1.36730	1.37016	1.36566	1.36822	96328	0	0
2024.07.18	1.36823	1.37184	1.36703	1.37056	91930	0	0
2024.07.19	1.37059	1.37479	1.36976	1.37326	94232	0	0
2024.07.22	1.37065	1.37748	1.37052	1.37566	67705	0	0
2024.07.23	1.37566	1.37856	1.37517	1.37843	57358	0	0
2024.07.24	1.37842	1.38165	1.37726	1.38072	86726	0	0
2024.07.25	1.38072	1.38489	1.37966	1.38243	94072	0	0
2024.07.26	1.38239	1.38489	1.38070	1.38329	77703	0	0
2024.07.29	1.38282	1.38648	1.38163	1.38514	66046	0	0
2024.07.30	1.38515	1.38643	1.38379	1.38487	63845	0	0
2024.07.31	1.38487	1.38584	1.37871	1.38071	102404	0	0
2024.08.01	1.38071	1.38889	1.37936	1.38748	105124	0	0
2024.08.02	1.38748	1.38883	1.38336	1.38742	164423	0	0
2024.08.05	1.38578	1.39466	1.38087	1.38233	262884	0	0
2024.08.06	1.38234	1.38558	1.37564	1.37833	189361	0	0
2024.08.07	1.37832	1.37906	1.37207	1.37578	152417	0	0
2024.08.08	1.37573	1.37655	1.37263	1.37325	136173	0	0
2024.08.09	1.37326	1.37519	1.37178	1.37288	91185	0	0
2024.08.12	1.37337	1.37478	1.37148	1.37410	54185	0	0
2024.08.13	1.37410	1.37472	1.37047	1.37047	63662	0	0
2024.08.14	1.37040	1.37244	1.36887	1.37103	67936	0	0
2024.08.15	1.37100	1.37385	1.36952	1.37263	60405	0	0
2024.08.16	1.37266	1.37369	1.36798	1.36809	46777	0	0
2024.08.19	1.36753	1.36846	1.36295	1.36337	53364	0	0
2024.08.20	1.36337	1.36411	1.36044	1.36196	63343	0	0
2024.08.21	1.36196	1.36235	1.35752	1.35938	84385	0	0
2024.08.22	1.35938	1.36186	1.35710	1.36144	64308	0	0
2024.08.23	1.36145	1.36153	1.34986	1.35082	87600	0	0
2024.08.26	1.35040	1.35154	1.34628	1.34868	69249	0	0
2024.08.27	1.34868	1.34881	1.34425	1.34435	83196	0	0
2024.08.28	1.34435	1.34881	1.34400	1.34807	90870	0	0
2024.08.29	1.34807	1.34909	1.34501	1.34839	93186	0	0
2024.08.30	1.34839	1.35093	1.34650	1.34922	92262	0	0
